Product,Sales,Region,Tax_rate
Phone,943,North,0.15
Monitor,999,North,0.15
Phone,1437,South,0.15
Laptop,1401,West,0.15
Tablet,1322,East,0.15
Monitor,326,South,0.15
Monitor,1483,North,0.15
Monitor,615,West,0.15
Laptop,1319,North,0.15
Phone,185,East,0.15
Tablet,798,South,0.15
Phone,1100,South,0.15
Laptop,1377,North,0.15
Tablet,1023,East,0.15
Monitor,335,South,0.15
Laptop,832,West,0.15
Monitor,1205,North,0.15
Phone,1445,South,0.15
Tablet,1296,East,0.15
Laptop,1117,East,0.15
Phone,1498,West,0.15
Laptop,229,West,0.15
Laptop,860,East,0.15
Phone,679,East,0.15
Phone,568,West,0.15
Laptop,672,North,0.15
Monitor,1453,West,0.15
Monitor,611,North,0.15
Monitor,346,West,0.15
Tablet,736,West,0.15
Tablet,168,South,0.15
Phone,318,West,0.15
Laptop,1198,East,0.15
Laptop,963,East,0.15
Monitor,796,West,0.15
Monitor,296,South,0.15
Tablet,194,North,0.15
Laptop,742,North,0.15
Monitor,141,North,0.15
Monitor,406,North,0.15
Laptop,140,West,0.15
Tablet,1244,East,0.15
Monitor,494,West,0.15
Laptop,284,West,0.15
Monitor,599,North,0.15
Phone,1256,West,0.15
Monitor,419,South,0.15
Laptop,701,West,0.15
Laptop,876,South,0.15
Tablet,1142,East,0.15
Laptop,1340,West,0.15
Monitor,890,South,0.15
Tablet,632,West,0.15
Monitor,1096,North,0.15
Laptop,299,East,0.15
Monitor,242,North,0.15
Monitor,1082,North,0.15
Phone,1270,East,0.15
Phone,1448,East,0.15
Phone,318,West,0.15
Monitor,465,South,0.15
Monitor,768,North,0.15
Tablet,554,West,0.15
Laptop,1232,East,0.15
Phone,775,West,0.15
Tablet,579,North,0.15
Monitor,759,South,0.15
Laptop,176,North,0.15
Phone,690,East,0.15
Phone,1025,South,0.15
Phone,693,East,0.15
Tablet,641,South,0.15
Laptop,384,South,0.15
Tablet,885,North,0.15
Laptop,680,West,0.15
Laptop,1223,East,0.15
Phone,1120,East,0.15
Phone,1451,North,0.15
Monitor,278,West,0.15
Tablet,1454,South,0.15
Monitor,528,North,0.15
Tablet,183,South,0.15
Tablet,828,East,0.15
Laptop,1219,North,0.15
Monitor,1285,South,0.15
Tablet,360,East,0.15
Phone,1264,South,0.15
Phone,773,North,0.15
Tablet,526,East,0.15
Laptop,415,West,0.15
Phone,1155,West,0.15
Tablet,435,South,0.15
Tablet,1109,North,0.15
Monitor,663,East,0.15
Laptop,869,South,0.15
Laptop,236,West,0.15
Monitor,398,North,0.15
Phone,1400,East,0.15
Tablet,830,East,0.15
Monitor,260,South,0.15
Tablet,997,West,0.15
Monitor,258,West,0.15
Tablet,1057,East,0.15
Phone,864,North,0.15
Tablet,553,East,0.15
Phone,1040,East,0.15
Tablet,545,East,0.15
Phone,877,West,0.15
Phone,708,South,0.15
Monitor,1365,North,0.15
Phone,724,South,0.15
Phone,166,North,0.15
Phone,1209,South,0.15
Laptop,336,East,0.15
Tablet,1466,West,0.15
Laptop,514,North,0.15
Monitor,1429,North,0.15
Tablet,1313,West,0.15
Laptop,1115,South,0.15
Phone,969,West,0.15
Phone,202,West,0.15
Phone,177,East,0.15
Laptop,760,West,0.15
Tablet,851,West,0.15
Monitor,603,North,0.15
Phone,1391,East,0.15
Laptop,1072,West,0.15
Tablet,537,South,0.15
Tablet,379,East,0.15
Tablet,1451,East,0.15
Phone,381,West,0.15
Monitor,1278,East,0.15
Tablet,751,North,0.15
Phone,1013,East,0.15
Tablet,175,West,0.15
Monitor,220,South,0.15
Laptop,1223,South,0.15
Tablet,1434,West,0.15
Laptop,1086,East,0.15
Tablet,386,South,0.15
Tablet,322,East,0.15
Monitor,1316,North,0.15
Laptop,1442,North,0.15
Phone,1073,East,0.15
Tablet,854,East,0.15
Monitor,187,East,0.15
Laptop,746,East,0.15
Monitor,820,East,0.15
Phone,673,South,0.15
Monitor,1303,East,0.15
Monitor,1025,East,0.15
Laptop,784,East,0.15
Phone,1152,West,0.15
Tablet,952,South,0.15
Tablet,925,South,0.15
Monitor,1393,East,0.15
Laptop,1377,North,0.15
Laptop,353,North,0.15
Monitor,1329,North,0.15
Tablet,878,East,0.15
Phone,999,North,0.15
Laptop,143,South,0.15
Phone,346,North,0.15
Laptop,622,North,0.15
Phone,1039,North,0.15
Tablet,502,North,0.15
Phone,947,West,0.15
Tablet,591,East,0.15
Laptop,286,East,0.15
Laptop,1313,North,0.15
Laptop,186,East,0.15
Laptop,902,South,0.15
Tablet,197,South,0.15
Monitor,1001,West,0.15
Monitor,706,South,0.15
Laptop,347,East,0.15
Laptop,256,West,0.15
Tablet,1299,East,0.15
Laptop,1128,South,0.15
Phone,447,East,0.15
Phone,1473,North,0.15
Tablet,431,East,0.15
Monitor,202,South,0.15
Laptop,458,North,0.15
Phone,181,East,0.15
Tablet,1406,South,0.15
Monitor,834,North,0.15
Phone,403,South,0.15
Tablet,1474,North,0.15
Phone,1439,East,0.15
Monitor,1376,East,0.15
Phone,858,South,0.15
Monitor,1056,North,0.15
Tablet,1453,East,0.15
Tablet,484,North,0.15
Tablet,1206,East,0.15
Laptop,1011,South,0.15
Monitor,1310,South,0.15
Phone,1473,North,0.15
Tablet,921,South,0.15
Laptop,294,South,0.15
Phone,891,North,0.15
Phone,531,South,0.15
Laptop,316,North,0.15
Tablet,805,South,0.15
Phone,929,East,0.15
Laptop,1083,West,0.15
Laptop,632,West,0.15
Phone,961,East,0.15
Tablet,588,East,0.15
Monitor,990,East,0.15
Tablet,605,West,0.15
Tablet,121,West,0.15
Laptop,716,West,0.15
Monitor,744,East,0.15
Tablet,644,South,0.15
Phone,966,North,0.15
Laptop,192,East,0.15
Monitor,266,East,0.15
Phone,1108,East,0.15
Monitor,109,North,0.15
Laptop,1293,North,0.15
Phone,916,South,0.15
Phone,574,North,0.15
Tablet,555,West,0.15
Tablet,806,North,0.15
Monitor,1368,South,0.15
Laptop,528,East,0.15
Tablet,1412,West,0.15
Monitor,980,North,0.15
Phone,1286,North,0.15
Monitor,904,East,0.15
Phone,249,South,0.15
Monitor,580,East,0.15
Monitor,977,West,0.15
Laptop,330,West,0.15
Monitor,1184,North,0.15
Monitor,868,East,0.15
Tablet,226,West,0.15
Laptop,726,West,0.15
Monitor,987,West,0.15
Tablet,1401,West,0.15
Tablet,388,East,0.15
Tablet,765,East,0.15
Monitor,705,West,0.15
Phone,1046,North,0.15
Phone,919,North,0.15
Tablet,481,West,0.15
Laptop,762,South,0.15
Laptop,198,North,0.15
Tablet,370,West,0.15
Phone,1484,East,0.15
Tablet,145,West,0.15
Phone,674,South,0.15
Tablet,466,West,0.15
Monitor,158,North,0.15
Phone,832,West,0.15
Laptop,677,South,0.15
Laptop,1056,North,0.15
Phone,865,South,0.15
Tablet,921,South,0.15
Tablet,992,South,0.15
Phone,251,West,0.15
Laptop,1426,North,0.15
Monitor,401,North,0.15
Phone,1269,West,0.15
Phone,535,North,0.15
Laptop,607,East,0.15
Tablet,987,West,0.15
Laptop,1343,West,0.15
Laptop,942,South,0.15
Laptop,717,North,0.15
Phone,193,East,0.15
Monitor,355,West,0.15
Phone,100,North,0.15
Monitor,817,North,0.15
Phone,1222,West,0.15
Phone,513,East,0.15
Laptop,874,North,0.15
Tablet,1065,North,0.15
Tablet,1343,East,0.15
Monitor,1022,North,0.15
Tablet,444,East,0.15
Tablet,1163,West,0.15
Laptop,1425,West,0.15
Monitor,125,North,0.15
Phone,186,North,0.15
Phone,902,East,0.15
Phone,1324,North,0.15
Laptop,903,South,0.15
Monitor,1378,North,0.15
Phone,371,East,0.15
Phone,886,West,0.15
Phone,1144,North,0.15
Tablet,882,South,0.15
Monitor,874,North,0.15
Phone,850,East,0.15
Phone,988,North,0.15
Monitor,347,North,0.15
Laptop,1112,North,0.15
Phone,1265,East,0.15
Phone,581,North,0.15
Tablet,670,West,0.15
Laptop,695,West,0.15
Phone,1408,South,0.15
Tablet,1488,East,0.15
Monitor,722,South,0.15
Phone,383,North,0.15
Phone,1478,South,0.15
Monitor,1455,East,0.15
Monitor,535,North,0.15
Laptop,976,East,0.15
Monitor,1197,West,0.15
Tablet,979,East,0.15
Monitor,917,South,0.15
Monitor,133,East,0.15
Monitor,1474,North,0.15
Phone,1172,East,0.15
Monitor,993,East,0.15
Laptop,895,East,0.15
Laptop,243,South,0.15
Laptop,1011,East,0.15
Monitor,345,West,0.15
Monitor,844,East,0.15
Tablet,1444,South,0.15
Monitor,1333,North,0.15
Tablet,300,South,0.15
Phone,703,West,0.15
Tablet,1112,East,0.15
Monitor,1189,West,0.15
Phone,546,East,0.15
Laptop,1379,West,0.15
Monitor,1444,West,0.15
Monitor,746,South,0.15
Phone,194,North,0.15
Tablet,696,South,0.15
Tablet,1231,East,0.15
Phone,336,West,0.15
Laptop,235,South,0.15
Phone,857,South,0.15
Tablet,160,East,0.15
Laptop,139,West,0.15
Laptop,1280,North,0.15
Phone,709,North,0.15
Laptop,1433,North,0.15
Phone,219,South,0.15
Phone,1214,West,0.15
Tablet,925,North,0.15
Laptop,1155,South,0.15
Phone,283,West,0.15
Phone,1475,West,0.15
Monitor,341,South,0.15
Tablet,1095,North,0.15
Monitor,1086,North,0.15
Monitor,1213,South,0.15
Phone,277,East,0.15
Laptop,606,North,0.15
Laptop,1273,North,0.15
Monitor,1005,North,0.15
Monitor,595,North,0.15
Tablet,1228,East,0.15
Laptop,625,West,0.15
Tablet,468,North,0.15
Monitor,1316,East,0.15
Monitor,350,East,0.15
Monitor,1156,West,0.15
Tablet,321,South,0.15
Tablet,642,South,0.15
Laptop,1349,North,0.15
Tablet,650,East,0.15
Monitor,1484,West,0.15
Phone,891,North,0.15
Tablet,1034,East,0.15
Monitor,381,South,0.15
Tablet,930,West,0.15
Laptop,131,North,0.15
Laptop,1259,North,0.15
Laptop,289,West,0.15
Phone,778,West,0.15
Monitor,478,North,0.15
Phone,503,East,0.15
Monitor,798,East,0.15
Phone,1350,East,0.15
Monitor,1383,South,0.15
Phone,904,East,0.15
Phone,325,South,0.15
Monitor,383,East,0.15
Laptop,235,South,0.15
Phone,1108,South,0.15
Phone,555,South,0.15
Tablet,255,West,0.15
Monitor,693,East,0.15
Phone,130,North,0.15
Tablet,1413,South,0.15
Laptop,1381,North,0.15
Monitor,1143,West,0.15
Phone,1166,South,0.15
Tablet,294,North,0.15
Monitor,1072,West,0.15
Monitor,425,North,0.15
Laptop,1266,East,0.15
Phone,504,South,0.15
Phone,302,West,0.15
Phone,1423,North,0.15
Laptop,555,South,0.15
Laptop,460,South,0.15
Tablet,336,East,0.15
Phone,558,West,0.15
Tablet,147,North,0.15
Laptop,1485,North,0.15
Phone,375,West,0.15
Phone,323,West,0.15
Phone,1211,West,0.15
Laptop,666,South,0.15
Phone,725,West,0.15
Tablet,948,North,0.15
Phone,355,South,0.15
Phone,412,North,0.15
Laptop,206,South,0.15
Tablet,1459,South,0.15
Phone,329,West,0.15
Tablet,1358,North,0.15
Laptop,1176,South,0.15
Monitor,110,East,0.15
Monitor,222,South,0.15
Tablet,1361,North,0.15
Tablet,297,West,0.15
Tablet,935,South,0.15
Tablet,1172,South,0.15
Phone,271,West,0.15
Phone,1306,South,0.15
Laptop,163,South,0.15
Phone,939,South,0.15
Phone,346,South,0.15
Monitor,1365,East,0.15
Phone,147,South,0.15
Monitor,521,East,0.15
Phone,843,North,0.15
Laptop,102,North,0.15
Tablet,238,North,0.15
Phone,665,East,0.15
Phone,612,North,0.15
Monitor,421,North,0.15
Laptop,1231,West,0.15
Phone,1087,East,0.15
Tablet,767,North,0.15
Laptop,1478,East,0.15
Monitor,1119,East,0.15
Phone,1472,South,0.15
Laptop,218,East,0.15
Monitor,1091,South,0.15
Tablet,1332,North,0.15
Tablet,1103,East,0.15
Laptop,294,North,0.15
Laptop,513,West,0.15
Tablet,426,North,0.15
Phone,937,North,0.15
Tablet,1186,West,0.15
Laptop,791,North,0.15
Phone,488,North,0.15
Phone,380,East,0.15
Tablet,631,East,0.15
Phone,263,South,0.15
Tablet,1251,East,0.15
Monitor,723,West,0.15
Tablet,491,West,0.15
Tablet,1024,North,0.15
Phone,1202,East,0.15
Monitor,1110,South,0.15
Tablet,1358,North,0.15
Phone,879,West,0.15
Laptop,107,South,0.15
Monitor,809,East,0.15
Monitor,1307,South,0.15
Laptop,220,South,0.15
Phone,1061,North,0.15
Tablet,575,South,0.15
Phone,907,North,0.15
Tablet,1408,North,0.15
Phone,728,West,0.15
Tablet,910,West,0.15
Phone,397,West,0.15
Monitor,211,West,0.15
Phone,1003,North,0.15
Phone,1374,South,0.15
Monitor,533,South,0.15
Laptop,415,South,0.15
Monitor,1021,East,0.15
Tablet,1418,North,0.15
Monitor,716,East,0.15
Phone,1404,East,0.15
Laptop,1059,North,0.15
Tablet,1221,North,0.15
Phone,530,North,0.15
Monitor,590,West,0.15
Phone,1284,North,0.15
Phone,1015,West,0.15
Tablet,494,West,0.15
Laptop,383,South,0.15
Laptop,817,West,0.15
Tablet,1360,South,0.15
Phone,982,North,0.15
Phone,302,East,0.15
Tablet,291,East,0.15
Tablet,1184,South,0.15
Tablet,1135,East,0.15
Monitor,645,South,0.15
Monitor,624,North,0.15
Tablet,979,South,0.15
Tablet,458,East,0.15
Tablet,1427,West,0.15
Laptop,1397,North,0.15
Laptop,1429,East,0.15
Monitor,1004,East,0.15
Phone,519,North,0.15
Phone,639,West,0.15
Monitor,884,North,0.15
Monitor,491,South,0.15
Phone,1136,North,0.15
Laptop,231,North,0.15
Monitor,1097,West,0.15
Monitor,103,South,0.15
Phone,748,South,0.15
Laptop,331,West,0.15
Tablet,1128,East,0.15
Monitor,502,West,0.15
Monitor,1147,East,0.15
Phone,483,North,0.15
Phone,1010,West,0.15
Laptop,578,West,0.15
Laptop,1031,West,0.15
Tablet,485,North,0.15
Phone,135,South,0.15
Phone,1431,West,0.15
Phone,573,North,0.15
Laptop,508,West,0.15
Tablet,959,North,0.15
Laptop,579,North,0.15
Monitor,258,North,0.15
Phone,858,North,0.15
Phone,599,East,0.15
Laptop,829,West,0.15
Phone,956,East,0.15
Monitor,135,West,0.15
Phone,572,West,0.15
Monitor,998,West,0.15
Phone,1228,West,0.15
Tablet,1472,East,0.15
Tablet,521,South,0.15
Laptop,426,East,0.15
Monitor,384,North,0.15
Laptop,558,South,0.15
Laptop,1498,East,0.15
Laptop,1433,North,0.15
Laptop,1287,North,0.15
Laptop,1491,North,0.15
Laptop,848,West,0.15
Monitor,912,South,0.15
Monitor,226,South,0.15
Laptop,235,West,0.15
Monitor,145,West,0.15
Monitor,569,North,0.15
Monitor,831,East,0.15
Monitor,152,North,0.15
Phone,821,West,0.15
Phone,1006,North,0.15
Laptop,487,South,0.15
Phone,1006,North,0.15
Laptop,564,West,0.15
Laptop,358,West,0.15
Tablet,759,West,0.15
Phone,1084,South,0.15
Monitor,977,East,0.15
Monitor,493,West,0.15
Tablet,1187,South,0.15
Phone,361,East,0.15
Tablet,1487,South,0.15
Laptop,738,North,0.15
Monitor,533,West,0.15
Phone,1321,East,0.15
Tablet,1339,East,0.15
Phone,223,East,0.15
Laptop,815,West,0.15
Phone,691,West,0.15
Phone,1406,South,0.15
Tablet,615,South,0.15
Tablet,362,West,0.15
Phone,997,North,0.15
Tablet,811,East,0.15
Monitor,120,East,0.15
Tablet,1225,West,0.15
Laptop,1349,South,0.15
Phone,1146,North,0.15
Phone,1212,South,0.15
Monitor,1006,West,0.15
Tablet,1445,East,0.15
Phone,147,South,0.15
Phone,660,North,0.15
Phone,957,West,0.15
Laptop,1155,North,0.15
Laptop,716,West,0.15
Tablet,583,East,0.15
Laptop,413,East,0.15
Phone,499,South,0.15
Monitor,948,North,0.15
Monitor,1117,North,0.15
Monitor,226,South,0.15
Phone,153,West,0.15
Laptop,135,West,0.15
Tablet,588,East,0.15
Phone,826,North,0.15
Phone,608,West,0.15
Phone,665,East,0.15
Monitor,935,South,0.15
Tablet,1235,South,0.15
Tablet,1412,East,0.15
Phone,453,West,0.15
Tablet,177,East,0.15
Tablet,1236,North,0.15
Tablet,1446,West,0.15
Laptop,1083,South,0.15
Laptop,625,West,0.15
Phone,1214,South,0.15
Tablet,812,South,0.15
Laptop,485,South,0.15
Monitor,166,West,0.15
Monitor,161,East,0.15
Monitor,449,South,0.15
Monitor,415,South,0.15
Laptop,144,North,0.15
Laptop,837,South,0.15
Monitor,1282,North,0.15
Tablet,1146,South,0.15
Laptop,1236,North,0.15
Monitor,899,South,0.15
Laptop,1020,West,0.15
Phone,240,East,0.15
Tablet,1027,West,0.15
Laptop,1114,East,0.15
Tablet,357,East,0.15
Laptop,1179,East,0.15
Tablet,1005,South,0.15
Monitor,1209,West,0.15
Phone,1107,West,0.15
Monitor,559,South,0.15
Monitor,563,East,0.15
Tablet,544,West,0.15
Laptop,1219,West,0.15
Tablet,1468,West,0.15
Laptop,603,East,0.15
Tablet,532,North,0.15
Laptop,855,North,0.15
Laptop,1296,East,0.15
Laptop,537,South,0.15
Laptop,1390,East,0.15
Tablet,963,West,0.15
Tablet,365,South,0.15
Laptop,1289,East,0.15
Laptop,1063,West,0.15
Monitor,685,North,0.15
Tablet,247,South,0.15
Monitor,1092,North,0.15
Tablet,1063,South,0.15
Tablet,825,South,0.15
Phone,143,North,0.15
Monitor,450,West,0.15
Laptop,618,South,0.15
Monitor,1077,South,0.15
Phone,1382,North,0.15
Phone,332,East,0.15
Tablet,219,West,0.15
Tablet,799,North,0.15
Monitor,256,North,0.15
Laptop,1452,East,0.15
Monitor,278,West,0.15
Phone,1142,South,0.15
Laptop,475,South,0.15
Tablet,160,North,0.15
Monitor,437,South,0.15
Tablet,640,East,0.15
Tablet,649,South,0.15
Phone,1414,West,0.15
Laptop,1371,South,0.15
Laptop,1452,North,0.15
Laptop,984,South,0.15
Laptop,1267,South,0.15
Tablet,577,East,0.15
Phone,306,North,0.15
Laptop,1346,North,0.15
Phone,475,North,0.15
Laptop,509,South,0.15
Laptop,303,East,0.15
Monitor,926,North,0.15
Phone,631,West,0.15
Phone,562,East,0.15
Phone,122,West,0.15
Monitor,556,South,0.15
Monitor,1488,West,0.15
Phone,517,South,0.15
Laptop,364,North,0.15
Tablet,586,West,0.15
Monitor,749,North,0.15
Laptop,642,North,0.15
Laptop,1239,North,0.15
Phone,694,South,0.15
Tablet,1173,East,0.15
Phone,1336,South,0.15
Tablet,467,South,0.15
Tablet,109,North,0.15
Laptop,1187,East,0.15
Monitor,890,North,0.15
Laptop,234,East,0.15
Phone,826,West,0.15
Laptop,1348,East,0.15
Phone,990,West,0.15
Laptop,1090,South,0.15
Laptop,924,East,0.15
Tablet,1118,East,0.15
Tablet,757,South,0.15
Monitor,827,West,0.15
Laptop,1195,East,0.15
Tablet,1307,West,0.15
Tablet,1272,East,0.15
Monitor,588,North,0.15
Monitor,1369,East,0.15
Laptop,1174,East,0.15
Laptop,997,South,0.15
Tablet,1205,North,0.15
Tablet,1467,West,0.15
Laptop,412,East,0.15
Tablet,1487,West,0.15
Phone,1405,West,0.15
Laptop,690,East,0.15
Phone,206,East,0.15
Laptop,1373,West,0.15
Phone,1350,West,0.15
Tablet,1218,North,0.15
Laptop,1459,West,0.15
Laptop,591,East,0.15
Monitor,424,East,0.15
Tablet,1016,East,0.15
Phone,312,East,0.15
Monitor,1107,West,0.15
Monitor,1006,East,0.15
Laptop,345,East,0.15
Phone,1014,South,0.15
Laptop,1081,West,0.15
Monitor,1146,South,0.15
Tablet,413,South,0.15
Tablet,886,North,0.15
Monitor,756,South,0.15
Laptop,619,East,0.15
Phone,757,North,0.15
Monitor,1080,South,0.15
Laptop,1330,West,0.15
Monitor,1056,South,0.15
Tablet,1072,South,0.15
Phone,323,West,0.15
Laptop,504,South,0.15
Tablet,1081,West,0.15
Monitor,277,North,0.15
Laptop,1490,South,0.15
Monitor,1090,East,0.15
Phone,387,West,0.15
Laptop,1281,South,0.15
Phone,637,South,0.15
Laptop,1063,South,0.15
Tablet,1157,West,0.15
Tablet,1014,West,0.15
Phone,801,North,0.15
Laptop,685,South,0.15
Phone,920,East,0.15
Phone,672,West,0.15
Phone,403,North,0.15
Phone,1449,West,0.15
Tablet,738,East,0.15
Monitor,771,West,0.15
Tablet,242,South,0.15
Tablet,1255,East,0.15
Tablet,179,East,0.15
Phone,1221,South,0.15
Phone,473,South,0.15
Monitor,178,North,0.15
Monitor,1180,North,0.15
Monitor,1341,South,0.15
Phone,621,North,0.15
Phone,1074,South,0.15
Phone,452,North,0.15
Laptop,465,East,0.15
Laptop,283,East,0.15
Tablet,400,South,0.15
Monitor,859,South,0.15
Laptop,170,East,0.15
Laptop,1086,East,0.15
Tablet,556,South,0.15
Tablet,740,South,0.15
Monitor,861,East,0.15
Laptop,1201,North,0.15
Monitor,347,West,0.15
Laptop,1091,North,0.15
Monitor,971,East,0.15
Tablet,1344,South,0.15
Phone,412,East,0.15
Tablet,1451,East,0.15
Phone,275,North,0.15
Tablet,1351,West,0.15
Tablet,582,East,0.15
Laptop,980,North,0.15
Tablet,788,East,0.15
Phone,915,West,0.15
Tablet,593,East,0.15
Tablet,654,East,0.15
Laptop,486,South,0.15
Monitor,207,North,0.15
Monitor,593,West,0.15
Laptop,1162,South,0.15
Laptop,286,East,0.15
Laptop,1409,West,0.15
Monitor,1313,South,0.15
Laptop,214,East,0.15
Tablet,521,West,0.15
Laptop,762,South,0.15
Phone,482,South,0.15
Phone,1395,East,0.15
Monitor,1186,South,0.15
Phone,1265,North,0.15
Tablet,1159,South,0.15
Phone,675,South,0.15
Tablet,1060,East,0.15
Laptop,174,East,0.15
Monitor,683,West,0.15
Tablet,419,East,0.15
Monitor,809,South,0.15
Phone,940,East,0.15
Phone,1466,North,0.15
Laptop,801,East,0.15
Phone,931,East,0.15
Laptop,1449,East,0.15
Laptop,747,North,0.15
Tablet,501,South,0.15
Laptop,699,North,0.15
Tablet,357,West,0.15
Laptop,1296,South,0.15
Monitor,615,South,0.15
Monitor,989,North,0.15
Phone,375,West,0.15
Laptop,1114,East,0.15
Phone,1328,South,0.15
Monitor,1243,East,0.15
Laptop,351,West,0.15
Laptop,972,East,0.15
Tablet,1332,East,0.15
Laptop,699,West,0.15
Monitor,1249,East,0.15
Monitor,1075,South,0.15
Laptop,1444,East,0.15
Tablet,720,South,0.15
Laptop,368,South,0.15
Laptop,325,North,0.15
Laptop,404,South,0.15
Phone,987,East,0.15
Laptop,1238,North,0.15
Monitor,1340,West,0.15
Tablet,744,East,0.15
Phone,487,South,0.15
Phone,1243,East,0.15
Phone,1032,South,0.15
Phone,705,West,0.15
Phone,491,East,0.15
Phone,1039,East,0.15
Monitor,1199,West,0.15
Phone,253,East,0.15
Laptop,826,West,0.15
Tablet,1014,East,0.15
Laptop,1351,South,0.15
Tablet,402,West,0.15
Phone,1440,South,0.15
Laptop,1149,West,0.15
Tablet,994,West,0.15
Laptop,1087,South,0.15
Tablet,903,North,0.15
Monitor,907,North,0.15
Phone,931,South,0.15
Phone,467,East,0.15
Monitor,862,North,0.15
Phone,215,East,0.15
Laptop,565,North,0.15
Phone,470,South,0.15
Phone,316,West,0.15
Monitor,586,East,0.15
Monitor,782,East,0.15
Laptop,1027,North,0.15
Monitor,148,East,0.15
Phone,1183,West,0.15
Monitor,995,South,0.15
Laptop,1142,East,0.15
Phone,928,West,0.15
Phone,1149,North,0.15
Tablet,181,South,0.15
Phone,494,West,0.15
Tablet,489,South,0.15
Laptop,892,South,0.15
Phone,766,West,0.15
Laptop,1029,South,0.15
Tablet,1099,West,0.15
Laptop,324,South,0.15
Phone,108,North,0.15
Laptop,964,East,0.15
Tablet,1078,South,0.15
Laptop,172,South,0.15
Tablet,1038,East,0.15
Monitor,1239,South,0.15
Laptop,1076,East,0.15
Phone,1105,North,0.15
Phone,664,North,0.15
Phone,966,West,0.15
Monitor,188,West,0.15
Phone,231,North,0.15
Monitor,832,West,0.15
Laptop,948,South,0.15
Tablet,1384,West,0.15
Phone,164,East,0.15
Tablet,690,East,0.15
Phone,1299,East,0.15
Laptop,579,South,0.15
Monitor,732,East,0.15
Phone,1398,North,0.15
Tablet,526,East,0.15
Phone,740,East,0.15
Phone,806,North,0.15
Phone,596,South,0.15
Monitor,1101,West,0.15
Laptop,729,West,0.15
Laptop,1044,South,0.15
Laptop,588,East,0.15
Monitor,453,West,0.15
Tablet,456,East,0.15
Phone,1466,West,0.15
Monitor,673,North,0.15
Laptop,248,East,0.15
Tablet,1474,South,0.15
Laptop,1390,North,0.15
Monitor,682,North,0.15
Laptop,743,North,0.15
Phone,1154,East,0.15
Tablet,411,East,0.15
Laptop,585,South,0.15
Tablet,908,South,0.15
Monitor,1362,South,0.15
Tablet,769,North,0.15
Laptop,521,West,0.15
Laptop,1016,South,0.15
Phone,1358,North,0.15
Monitor,493,West,0.15
Phone,1294,North,0.15
Laptop,369,South,0.15
Phone,130,West,0.15
Phone,217,East,0.15
Phone,109,East,0.15
Phone,713,North,0.15
Tablet,883,West,0.15
Phone,1150,West,0.15
Monitor,789,South,0.15
Tablet,101,North,0.15
Phone,823,East,0.15
Monitor,473,East,0.15
Monitor,1103,East,0.15
Tablet,558,East,0.15
Tablet,850,East,0.15
Tablet,1464,West,0.15
Laptop,1171,North,0.15
Phone,402,West,0.15
Laptop,193,North,0.15
Phone,440,East,0.15
Phone,1034,East,0.15
Monitor,735,North,0.15
Laptop,1445,North,0.15
Phone,1179,North,0.15
Phone,311,East,0.15
Tablet,503,South,0.15
Tablet,503,North,0.15
Phone,954,North,0.15
Phone,649,East,0.15
Laptop,135,West,0.15
Phone,1492,East,0.15
Tablet,1227,East,0.15
Laptop,208,South,0.15
Phone,1258,East,0.15
Tablet,1017,West,0.15
Phone,1201,South,0.15
Laptop,574,South,0.15
Phone,419,South,0.15
Monitor,677,East,0.15
Laptop,258,North,0.15
Phone,1444,North,0.15
Monitor,1220,North,0.15
Laptop,952,East,0.15
Phone,359,West,0.15
Tablet,1318,West,0.15
Phone,1229,North,0.15
Laptop,236,West,0.15
Laptop,428,West,0.15
Monitor,348,East,0.15
Tablet,710,North,0.15
Phone,144,South,0.15
Laptop,1092,West,0.15
Laptop,1009,East,0.15
Monitor,660,East,0.15
Laptop,786,West,0.15
Monitor,927,South,0.15
Tablet,434,East,0.15
Tablet,315,South,0.15
Monitor,1033,South,0.15
Laptop,735,North,0.15
Monitor,731,South,0.15
Monitor,191,West,0.15
Tablet,825,West,0.15
Laptop,1171,East,0.15
Phone,207,East,0.15
Phone,222,South,0.15
Monitor,926,East,0.15
Laptop,1398,West,0.15
Monitor,520,West,0.15
Monitor,1061,East,0.15
Laptop,305,South,0.15
Laptop,867,North,0.15
Monitor,1480,West,0.15
Laptop,846,West,0.15
Laptop,518,North,0.15
Laptop,1397,West,0.15
Laptop,177,North,0.15
Tablet,1305,South,0.15
Phone,723,North,0.15
Laptop,1152,North,0.15
Tablet,308,West,0.15
Monitor,976,North,0.15
Laptop,1395,West,0.15
Monitor,1198,West,0.15
Phone,809,West,0.15
Tablet,650,East,0.15
Phone,231,North,0.15
Laptop,295,West,0.15
Phone,532,East,0.15
Tablet,444,West,0.15
Phone,565,West,0.15
Laptop,1478,West,0.15
Tablet,526,East,0.15
Tablet,377,West,0.15
Phone,1473,East,0.15
Monitor,534,West,0.15
Tablet,186,North,0.15
Phone,569,West,0.15
Phone,949,South,0.15
Monitor,754,West,0.15
Phone,246,South,0.15
Phone,724,East,0.15
Laptop,1123,South,0.15
Laptop,915,South,0.15
Laptop,815,North,0.15
Phone,1193,West,0.15
Laptop,1462,West,0.15
Monitor,384,South,0.15
Phone,394,North,0.15
Monitor,1087,South,0.15
Laptop,145,North,0.15
Laptop,1152,North,0.15
Tablet,272,North,0.15
Tablet,723,North,0.15
Tablet,938,South,0.15
